日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分,JCN,法人番号,住所,法人名,法人名(カナ),更新日時,企業ホームページ,事業概要,従業員数,代表者名,特許情報
20230929,7746,岡本硝子,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-,2040001065334,2040001065334,千葉県柏市十余二３８０番地,岡本硝子株式会社,おかもとがらす,2023-07-28T00:00:00+09:00,https://ogc-jp.com/companyinfo/ethics/,"光デバイス用ニューガラスと多層膜蒸着製品等の
製造・販売",167,代表取締役会長　　岡　本　　毅,特許 9件（ガラス製光学部品成形用金型並びにその金型を用いたガラス製光学部品の製造方法 / 連結水中探査機 / 画像記録方法、画像記録プログラム、情報処理装置及び画像記録装置 / 銀被覆鉛テルルガラス粉およびその製造方法、ならびに導電性ペースト / 濃度測定装置 他） 意匠 1件（包装用容器） 商標 5件（Hi-UVC / G-injection / Pearl Clear / Hi-Silver / クラウドカット 他）
20230929,7747,朝日インテック,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400,8180001049706,8180001049706,愛知県瀬戸市暁町３番地１００,朝日インテック株式会社,あさひいんてっく,2023-07-20T00:00:00+09:00,http://www.asahi-intecc.co.jp/,"医療機器の開発・製造・販売
極細ステンレスワイヤーロープ及び端末加工品等の開発・製造・販売",925,代表取締役社長    宮  田  昌  彦,特許 53件（ガイドワイヤ / ワイヤ送出装置 / ワイヤロープ / 長尺状医療器具の駆動装置及び医療デバイス / 測定装置、検出装置、および測定方法 他） 意匠 7件（身体エクササイズ機器 / ガイドワイヤ / 医療器具用クリップ / 医療用コネクタ / 医療用コイル体 他） 商標 148件（CELHAWK / ESPELUX VIEW / PLASMAWIRE / MINAMO VIOLA / PLASMA RF GENERATOR 他）
20230929,7749,メディキット,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-,9010001007828,9010001007828,東京都文京区湯島１丁目１３番２号,メディキット株式会社,めでぃきっと,2018-07-10T00:00:00+09:00,,医療機器の開発・製造・販売・輸出,208,代表取締役社長　　景山　洋二,特許 12件（シャント音管理システム、シャント音管理コンピュータ、シャント音管理アプリケーションプログラム、及びシャント音管理方法 / ステント / 医療機器 / 医療用針組立体 / 回収用デバイス 他） 意匠 1件（透析用留置針） 商標 22件（Coat Plus / KIKU KIT / ハッピーキャス ProFlex / AbRoad / AbRoad STOUT 他）
20230929,7751,キヤノン,プライム（内国株式）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70,6010801003186,6010801003186,東京都大田区下丸子３丁目３０番２号,キヤノン株式会社,きやのん,2022-05-17T00:00:00+09:00,https://global.canon/ja/,オフィスイメージング機器、コンピュータ周辺機器、ビジネス情報機器、映像機器（カメラ、ビデオ）、光学機器の開発・製造,24734,代表取締役会長兼社長 ＣＥＯ　　御手洗　冨士夫,特許 8750件（画像処理装置、画像処理方法及びプログラム / 管理システム / 基板搬送システム、リソグラフィ装置および物品の製造方法 / 撮像装置、撮影システム、撮像装置の制御方法およびプログラム / 撮像装置およびその制御方法、画像処理装置および画像処理システム 他） 意匠 109件（デジタルカメラ / RFIDリーダー / プリンター / カメラ用レンズ / トナーカートリッジ 他） 商標 35件（MPAsp / Lithography Plus / パワーショット / EOS VR\SYSTEM / §CANON\EAGLES 他）
20230929,7752,リコー,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400,2010801012579,2010801012579,東京都大田区中馬込１丁目３番６号,株式会社リコー,りこー,2022-09-08T00:00:00+09:00,http://www.ricoh.co.jp/,事務機器・光学機器・半導体等の製造、販売,9813,代表取締役 社長執行役員・CEO　　大山　晃,特許 5609件（情報処理装置、情報処理システム、機器管理方法及びプログラム / 記録情報作成システム、記録情報作成方法、プログラム / インクモデル生成メカニズム / ニューラルネットワーク訓練方法および欠陥検出方法、装置および記憶媒体 / 事前訓練言語モデル、装置及びコンピュータ読み取り可能な記憶媒体 他） 意匠 46件（組み立て式水車 / ラベル用紙 / ディスプレイ / プリンター / デジタルカメラ用浮力制御装置 他） 商標 383件（RICOH PRISM / RICOH iF-Ex / Slope Copier / サトラス / RICOH Remote Field 他）
20230929,7760,ＩＭＶ,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-,3120001059756,3120001059756,大阪府大阪市西淀川区竹島２丁目６番１０号,ＩＭＶ株式会社,あいえむぶい,2018-10-12T00:00:00+09:00,https://we-are-imv.com/,電気機械器具製造販売業,301,代表取締役社長　　小　嶋　淳　平,特許 13件（振動試験支援ネットワークシステム / 振動試験装置 / 加速度センサコアユニット、加速度センサを載置する基板のたわみを防止する方法 / 振動制御装置 / 衝撃試験機 他）  商標 6件（IMV / e-TCJ / e-Test Centre Japan / 日本高度信頼性評価試験センター / §Λ-Vibro 他）
20230929,7762,シチズン時計,プライム（内国株式）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1,5012701004744,5012701004744,東京都西東京市田無町６丁目１番１２号,シチズン時計株式会社,しちずんとけい,2019-04-04T00:00:00+09:00,http://www.citizen.co.jp/,時計および部分品等の製造および販売.,1130,代表取締役社長　　佐藤　敏彦,特許 570件（軸受け部材 / 発光装置 / 工業油組成物 / VCSELモジュール / ウイルス不活化コート組成物、ウイルス不活化対象物のウイルス不活化方法およびウイルス不活化コート材 他） 意匠 27件（発光ダイオード / 腕時計用側 / 温湿度計の子機 / 時計用ガラス / 時計文字板 他） 商標 217件（HISR / CIToolingSystem / §M∞MIYOTA / §airplant / Global Art Collection 他）
20230929,7769,リズム,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2,9030001010524,9030001010524,埼玉県さいたま市大宮区北袋町１丁目２９９番地１２,リズム株式会社,りずむ,2020-10-27T00:00:00+09:00,,,674,代表取締役社長　　湯本　武夫,特許 45件（加湿器 / 送風機 / 扇風機 / 扇風機及び扇風機の制御方法 / 繋留部材及び扇風機 他） 意匠 27件（スマートフォン用防沫ケース / タブレット端末用防沫ケース / ねじ端子 / 温湿度計用液晶表示盤 / 温湿度計 他） 商標 125件（MAGSPEAKER / AROMAFUN / MAGCASE / 良い時間を過ごす / ラジもじ君 他）
20230929,7771,日本精密,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-,6030001076535,6030001076535,埼玉県川口市本町４丁目１番８号,日本精密株式会社,にほんせいみつ,2018-07-10T00:00:00+09:00,,,48,代表取締役社長　　井　藤　秀　雄,特許 2件（バンド長さ調整機構付きバックル構造 / バンドの取付構造及び時計）
20230929,7774,ジャパン・ティッシュエンジニアリング,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-,4180301011063,4180301011063,愛知県蒲郡市三谷北通６丁目２０９番地の１,株式会社ジャパン・ティッシュエンジニアリング,じゃぱんてぃっしゅえんじにありんぐ,2022-10-14T00:00:00+09:00,,,232,代表取締役　社長執行役員　畠 賢一郎,特許 12件（手袋交換装置 / 移植材料の製造方法 / 改質生体組織の製造方法、および生体組織の加圧処理装置 / 軟骨細胞注入キット / 軟骨再生材料及びその製造方法 他）  商標 2件（オキュラル / OCURAL）
20230929,7775,大研医器,プライム（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2,7120001083307,7120001083307,大阪府和泉市あゆみ野２丁目６番２号,大研医器株式会社,だいけんいき,2019-06-24T00:00:00+09:00,,医療機器製造,304,代表取締役社長　山田　圭一,特許 9件（クランプ装置 / 接続部材、当該接続部材を備えたポンプ用ケーシングおよび注入装置 / 薬液注入システム / 磁性粒子収集方法及び試験セット / 廃液処理方法 他） 意匠 4件（医療用吸引器の廃液貯留容器 / 医療用吸引器の廃液貯留容器の収容器 / 蛍光検出装置 / マイクロチューブ） 商標 7件（§MEVL++ / §QinPot Joe / §AmyPCA / ルブリー / §BYRON 他）
20230929,7776,セルシード,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-,9011101031759,9011101031759,東京都江東区青海２丁目５番１０号テレコムセンタービル,株式会社セルシード,せるしーど,2018-04-18T00:00:00+09:00,,,30,代表取締役社長　橋本　せつ子,
20230929,7777,スリー・ディー・マトリックス,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-,4010001087940,4010001087940,東京都千代田区麹町３丁目２番４号,株式会社スリー・ディー・マトリックス,すりーでぃーまとりっくす,2019-11-20T00:00:00+09:00,,,21,代表取締役社長  岡田　淳,特許 11件（生物組織の癒着の予防 / 止血用組成物、および、止血用組成物を用いた止血方法 / 生分解性インジェクタブルゲル / 非イオン性極性アミノ酸を含む自己組織化ペプチド / 自己組織化ペプチド組成物 他） 意匠 4件（医療用薬液噴霧用ノズル / 包装用容器 / 注射器の注射針接続用アダプター / 注射器） 商標 6件（ピュアステイ / PuraLift / PuraStay / ピュアリフト / GI・MAX 他）
20230929,7779,ＣＹＢＥＲＤＹＮＥ,グロース（内国株式）,3750,精密機器,9,電機・精密 ,-,-,8050001016537,8050001016537,茨城県つくば市学園南２丁目２番地１,ＣＹＢＥＲＤＹＮＥ株式会社,さいばーだいん,2018-07-12T00:00:00+09:00,,,82,代表取締役社長　　山海　嘉之,特許 48件（インタラクティブ情報伝達システム及びインタラクティブ情報伝達方法並びに情報伝達システム / 診断支援システムおよび制御プログラム / 心拍出支援装置 / 触力覚検知装置、触力覚検知方法およびロボットアーム / 心臓リハビリテーション支援装置及びその制御プログラム 他） 意匠 9件（動作補助具 / 脳波測定器 / 生体用電極 / 電動車椅子 / 見守り支援ロボット 他） 商標 42件（Cyvis / Cybis / 幸せ未来社会 / §EveRon / EveRon 他）
20230929,7780,メニコン,プライム（内国株式）,3750,精密機器,9,電機・精密 ,4,TOPIX Mid400,7180001017589,7180001017589,愛知県名古屋市中区葵３丁目２１番１９号,株式会社メニコン,めにこん,2020-08-19T00:00:00+09:00,http://www.menicon.co.jp/,"○コンタクトレンズ、眼内レンズ等、医療用具の製造・販売および輸出入
○医療機器の製造・販売および医薬品の販売",1435,代表執行役社長　ＣＯＯ　　川　浦　康　嗣,特許 59件（ポリマー材料 / 眼用デバイスケースおよび該眼用デバイスケースに用いられる補充容器 / コンタクトレンズ消毒用過酸化水素の分解触媒およびその製造方法 / 健康モニタリング方法 / 判定システム、演算装置、判定方法、およびプログラム 他） 意匠 6件（コンタクトレンズ用ケース / 包装用箱 / 包装用フィルム / 包装用容器のキャップ / コンタクトレンズ 他） 商標 258件（LUNA RHYTHM\Wフローラ / LUNA RHYTHM\NERU / Lbフローラ / Prepare30 / めにサプリ\SPARKLING 他）
20230929,7781,平山ホールディングス,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,-,-,8010401098518,8010401098518,東京都港区港南１丁目８番４０号Ａ－ＰＬＡＣＥ品川６階,株式会社平山ホールディングス,ひらやまほーるでぃんぐす,2018-05-01T00:00:00+09:00,,,8,代表取締役社長　　平山　善一,
20230929,7782,シンシア,スタンダード（内国株式）,3750,精密機器,9,電機・精密 ,7,TOPIX Small 2,5010001121120,5010001121120,東京都文京区本郷１丁目２８番３４号,株式会社シンシア,しんしあ,2021-04-06T00:00:00+09:00,,,41,代表取締役執行役員社長　　中村　研,商標 23件（Shimmer / 夢中人 / neutral / FAIRY Eye Dew / SELECT FAIRY USER SELECT 他）
20230929,7790,バルコス,PRO Market,3800,その他製品,10,情報通信・サービスその他 ,-,-,,,,,,,,,,,
20230929,7791,ドリームベッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,7240001007740,7240001007740,広島県広島市西区己斐本町３丁目１２番３９号,ドリームベッド株式会社,どりーむべっど,2018-07-10T00:00:00+09:00,http://dreambed.jp,ベッド・リビングソファ・インテリア用品の製造、販売,433,代表取締役社長　　小出　克己,特許 1件（車両用ソファーベッド） 意匠 1件（マットレス） 商標 8件（ネルゴリズム\Nelgorithm / ペアリングツイン / ペアリングパッド / ハグミル / フェミスティ 他）
20230929,7792,コラントッテ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,8120001073372,8120001073372,大阪府大阪市中央区南船場２丁目１０番２６号,株式会社コラントッテ,こらんとって,2018-05-02T00:00:00+09:00,https://colantotte.co.jp/,医療機器製造・販売,107,代表取締役社長　　小松　克已,特許 8件（留具および装身具 / ICカードスリーブケース / ICカードの電磁波干渉防止シート / 靴下 / 磁気治療具および磁気治療具の製造方法 他） 意匠 3件（ネックレス / 低周波治療器用パッド / 低周波治療器） 商標 17件（GOOD×3 / マグーラ / マグネライフセラピー / Lierrey / リエリィ 他）
20230929,7793,イメージ・マジック,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,4030001059302,4030001059302,東京都文京区小石川１丁目３番１１号,株式会社イメージ・マジック,いめーじまじっく,2019-09-10T00:00:00+09:00,,,187,代表取締役社長　　山川　誠,特許 1件（情報処理システム、情報処理方法、及びプログラム）  商標 7件（Mark Deco / Trans Jet / §tukutte / §+mark / maker town 他）
20230929,7794,イーディーピー,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,3120901029247,3120901029247,大阪府豊中市上新田４丁目６番３号,株式会社イーディーピー,いーでぃーぴー,2019-08-07T00:00:00+09:00,,,56,代表取締役社長　藤森　直治,
20230929,7795,ＫＹＯＲＩＴＳＵ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2,5010902023530,5010902023530,東京都板橋区清水町３６番１号,株式会社ＫＹＯＲＩＴＳＵ,きょーりつ,2023-09-08T00:00:00+09:00,,,2,代表取締役社長　景　山　　豊,
20230929,7800,アミファ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,1010001110663,1010001110663,東京都港区北青山２丁目１３番５号,株式会社アミファ,あみふぁ,2019-01-09T00:00:00+09:00,http://www.amifa.co.jp/,ライフスタイル雑貨卸売業,65,代表取締役社長　　藤井　愉三,商標 11件（スマプロ\SMAPRO / アミファ\amifa / スマイルプロデューサーズ\SMILE PRODUCERS / エターナルアイス\ETERNALICE / amifa 他）
20230929,7803,ブシロード,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,8011201012032,8011201012032,東京都中野区中央１丁目３８番１号,株式会社ブシロード,ぶしろーど,2019-04-24T00:00:00+09:00,,,242,代表取締役社長　　木谷　高明,商標 58件（夢ノ結唱 / PalVerse / ころコレ! / ラテコミ\LatteComi / ブシロードウェルビー 他）
20230929,7804,ビーアンドピー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,7120001046701,7120001046701,大阪府大阪市西区江戸堀２丁目６番３３号,株式会社ビーアンドピー,びーあんどぴー,2018-08-03T00:00:00+09:00,https://www.bandp.co.jp/,広告制作業,179,代表取締役社長執行役員　　和田山　朋弥,商標 2件（§B&P / 株式会社ビーアンドピー）
20230929,7805,プリントネット,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,9340001008231,9340001008231,鹿児島県鹿児島市城南町１０番７号,プリントネット株式会社,ぷりんとねっと,2018-04-26T00:00:00+09:00,https://printnet.jp/,"わたくしどもプリントネット㈱は、インターネット上で
ご注文いただいた商品を印刷・製本・発送する、印刷物の通信販売業を営んでおります。


【営業拠点】
・東京本社（東京都千代田区）
・鹿児島本店/カスタマーセンター（鹿児島県鹿児島市）
・東京デジタルセンター  （東京都江東区）
・東京西工場（山梨県上野原市）
・九州工場  （鹿児島県姶良市）",325,代表取締役社長　　小田原　洋一,商標 5件（プリントプロ / PrintPro / §Print DriveThru / Printnet / プリントネット 他）
20230929,7806,ＭＴＧ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,6180001051390,6180001051390,愛知県名古屋市中村区本陣通２丁目３２番,株式会社ＭＴＧ,えむてぃーじー,2021-10-11T00:00:00+09:00,https://www.mtg.gr.jp/company/csr/,"◇美容機器の企画開発・製造
◇化粧品・医薬部外品の企画開発・製造
◇フィットネス機器の企画開発・製造",980,代表取締役社長　　松下　剛,特許 45件（トレーニング器具 / 粘着パッド及び電気刺激ユニット / 筋肉電気刺激装置 / 顔面筋鍛錬具のマウスピース及び顔面筋鍛錬具の本体 / マット 他） 意匠 75件（シャワーヘッド / 頭皮用ブラシ / 腰用サポーター / 姿勢保持器具 / マッサージ器 他） 商標 407件（しみコラ / Style Wellness Chair / ReFa DERMA HEAT / シャンブラシ / イオシスファインウォーター\EOCIS FINE WATER 他）
20230929,7807,幸和製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,4120101002219,4120101002219,大阪府堺市堺区海山町３丁１５９番地１,株式会社幸和製作所,こうわせいさくしょ,2018-06-22T00:00:00+09:00,,,70,代表取締役社長　　玉田　秀明,特許 12件（歩行補助車 / 歩行車 / 折り畳み椅子 / 手押し車 / 手摺り 他） 意匠 6件（歩行車 / 折り畳み椅子 / 歩行補助器 / 手押し車 / 背もたれ用パッド 他） 商標 48件（SWARINA\スワリナ / SICURO / ShiArik\シアリク / Tacaof\テイコブ / §uniplus+ 他）
20230929,7808,シー・エス・ランバー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,1040001057646,1040001057646,千葉県千葉市花見川区幕張本郷１丁目１６番３号,株式会社シー・エス・ランバー,しーえすらんばー,2020-06-17T00:00:00+09:00,,,198,代表取締役社長　中井 千代助,商標 3件（C∞S∞L / 株式会社シー・エス・ランバー\Customer Satisfaction through Lumber / シー・エス・ランバー）
20230929,7809,壽屋,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,7012801000492,7012801000492,東京都立川市緑町４番地５,株式会社壽屋,ことぶきや,2018-06-12T00:00:00+09:00,,,230,代表取締役社長　清水　一行,特許 2件（組立式模型玩具とそのパーツ / 銃器玩具）  商標 66件（DECOCTION MODELS / ディコクションモデル / §A\ARTIST\SUPPORT\ITEM / END OF HEROES / §END of\HEROES 他）
20230929,7810,クロスフォー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,1090001001062,1090001001062,山梨県甲府市国母７丁目１１番４号,株式会社クロスフォー,くろすふぉー,2018-05-08T00:00:00+09:00,https://crossfor.co.jp,ジュエリー・アクセサリーの製造・輸入・販売,91,代表取締役社長　土橋　秀位,特許 7件（身飾品 / 装身具部品製造方法、装身具製造方法、装身具の部品及び装身具 / 宝石支持台および装飾具 / 装身具、及び装飾された製品 / 生存保険システム、情報処理装置、情報処理方法、及びプログラム 他） 意匠 6件（装身具部品 / マスクストラップ用留め具 / 装身具用留め具 / 装身具ケース / 身飾品保持具 他） 商標 24件（§S / EXL-LOCK / EXCELLENT LOCK / eaSy TwisT / イージーツイスト 他）
20230929,7811,中本パックス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2,8120001024730,8120001024730,大阪府大阪市天王寺区空堀町２番８号,中本パックス株式会社,なかもとぱっくす,2018-04-27T00:00:00+09:00,https://www.npacks.co.jp/,印刷・コーティング加工,553,代表取締役社長　　河田　淳,特許 15件（PET樹脂の発泡方法 / 電子レンジ食品容器の成形用ポリスチレン積層材及びその製造方法 / プラスチックフイルムの多色印刷方法及び多色印刷装置 / 食品容器及びその製造方法 / 防虫フィルム、及び防虫フィルムの製造方法 他）  商標 7件（§NTS2 / NAK-A-PET / NS-PET / §NTS3 / NC-PET 他）
20230929,7812,クレステック,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,1080401001547,1080401001547,静岡県浜松市北区東三方町６９番地,株式会社クレステック,くれすてっく,2022-10-17T00:00:00+09:00,,,390,代表取締役社長　　髙林　彰,
20230929,7813,プラッツ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,9290001041576,9290001041576,福岡県大野城市仲畑２丁目３番１７号,株式会社プラッツ,ぷらっつ,2021-04-21T00:00:00+09:00,https://www.platz-ltd.co.jp/,介護用電動ベッド製造販売,104,代表取締役社長　　河内谷　忠弘,特許 3件（ベッド用側柵 / リクライニング式ベッド / マットレス） 意匠 3件（ベッド用ボード / 昇降ベッド / ベッド） 商標 22件（カタサポ\KATASAPO / よかレール / §P / ライターム\RighTarm / ヨカロ\YOCARO 他）
20230929,7814,日本創発グループ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,9011501020139,9011501020139,東京都台東区上野３丁目２４番６号,株式会社日本創発グループ,にほんそうはつぐるーぷ,2020-10-13T00:00:00+09:00,,,209,代表取締役社長　　藤田　一郎,
20230929,7815,東京ボード工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,2010601034286,2010601034286,東京都江東区新木場２丁目１１番１号,東京ボード工業株式会社,とうきょうぼーどこうぎょう,2022-08-16T00:00:00+09:00,http://www.t-b-i.co.jp,"産業廃棄物（木くず）及び一般廃棄物（木くず）の中間処理業
廃木材を破砕したチップを原料として、パーティクルボード（エヴァボード）の製造販売
合板の製造販売",140,代表取締役社長　井上　弘之,商標 6件（ティービージー / TBG / TBグループ / 壁武者 / 影武者 他）
20230929,7816,スノーピーク,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1,3110001014316,3110001014316,新潟県三条市中野原４５６番地,株式会社スノーピーク,すのーぴーく,2018-05-30T00:00:00+09:00,,アウトドア用品の製造販売,730,代表取締役　会長兼社長執行役員　山井　太,特許 16件（焚火台 / コーヒーパーコレータ / カセットガスコンロ装置 / 組立式加熱調理具 / 燻製器 他） 意匠 18件（テント / ティーポット / テーブル / 収納ケース / 衝立 他） 商標 152件（Tuga / トゥーガ / 雪峰祭 / snow peak\FIELD SUITE / FIELD SUITE\snow peak 他）
20230929,7817,パラマウントベッドホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1,4010601001508,4010601001508,東京都江東区東砂２丁目１４番５号,パラマウントベッドホールディングス株式会社,ぱらまうんとべっどほーるでぃんぐす,2018-04-10T00:00:00+09:00,,,13,代表取締役社長　　木村　友彦,
20230929,7818,トランザクション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2,4011001032309,4011001032309,東京都渋谷区渋谷３丁目２８番１３号,株式会社トランザクション,とらんざくしょん,2018-04-25T00:00:00+09:00,,,27,代表取締役会長　　石川　諭,商標 1件（MOTTERU\モッテル）
20230929,7819,粧美堂,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2,4010401097556,4010401097556,東京都港区港南２丁目１５番１号,粧美堂株式会社,しょうびどう,2020-01-16T00:00:00+09:00,https://www.shobido-corp.co.jp/,化粧雑貨、化粧品、服飾雑貨及びキャラクター雑貨等の企画・製造・販売、コンタクトレンズの企画・販売,301,代表取締役社長　　寺 田 正 秀,
20230929,7820,ニホンフラッシュ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2,8480001003475,8480001003475,徳島県小松島市横須町５番２６号,ニホンフラッシュ株式会社,にほんふらっしゅ,2020-07-15T00:00:00+09:00,,,264,代表取締役社長　　髙橋　栄二,特許 3件（ドア枠ユニット / 傾斜可能壁パネルおよび傾斜可能壁構造 / 戸袋構造） 意匠 4件（可動間仕切りパネル / 間仕切りパネル / ドア / 枠付ドア） 商標 1件（Lucky House）
20230929,7821,前田工繊,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,6,TOPIX Small 1,6210001003710,6210001003710,福井県坂井市春江町沖布目第３８号３番地,前田工繊株式会社,まえだこうせん,2020-01-22T00:00:00+09:00,,,412,代表取締役社長　　前田　尚宏,特許 86件（保護領域における獣害防止構造 / 土木工事用袋体の型枠装置 / 吊りロープを具備した土木工事用袋体 / 洗掘防止工及びその構築方法 / 洗掘抑制体および洗掘抑制方法 他） 意匠 26件（獣類侵入防止用マット材 / 路肩用ブロック / 土木工事用袋体の型枠 / 充填剤用撹拌器 / 植生用シート 他） 商標 60件（エバーコート / 前田工繊 / §ローデックスU‐2 / グラセーブマット / QKウォール 他）
20230929,7822,永大産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2,7120001030374,7120001030374,大阪府大阪市住之江区平林南２丁目１０番６０号,永大産業株式会社,えいだいさんぎょう,2018-04-10T00:00:00+09:00,http://www.eidai.com/,住宅資材及び木質ボードの製造・販売,1149,代表取締役社長    枝園  統博,特許 82件（開閉構造、住宅、及び開閉構造の施工方法 / 建具及び建具の製造方法 / 板状建材及び板状建材の製造方法 / 木質繊維ボードおよびその製造方法 / 笠木エンドキャップ、および笠木構造体 他） 意匠 76件（建物用扉 / 住宅用サニタリーの内装 / 洗面化粧台 / 収納棚 / コンロ付き流し台 他） 商標 485件（HOMEHUG / §Hh∞HOME\HUG / STAG / HSR / カラリアル 他）
20230929,7823,アートネイチャー,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,7,TOPIX Small 2,9011001000392,9011001000392,東京都渋谷区代々木３丁目４０番７号,株式会社アートネイチャー,あーとねいちゃー,2020-07-16T00:00:00+09:00,http://www.artnature.co.jp/,総合毛髪業,2293,代表取締役会長兼社長　五十嵐　祥剛,特許 26件（植毛装置 / かつらベースに毛髪を結ぶ方法、かつらベースにおける毛髪の結び目、及びかつら / かつら及びその装着方法 / かつら / かつら、及び、増毛具 他） 意匠 9件（かつらベース / 包装容器 / かつら用ベース / 包装用容器 / かつら用ネット地 他） 商標 230件（LABOMO\SCALP AROMA / フュージョンライン / ダブルキャッチ / MRP BOOST\マープ ブースト / RIS\リズ 他）
20230929,7826,フルヤ金属,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,8013301010956,8013301010956,東京都豊島区南大塚２丁目３７番５号,株式会社フルヤ金属,ふるやきんぞく,2022-08-29T00:00:00+09:00,http://www.furuyametals.co.jp/,工業用貴金属製品の製造・販売,470,代表取締役社長　　古屋　堯民,特許 38件（シリカ熱反射板 / スパッタリングターゲット‐バッキングプレート接合体、その製造方法及びスパッタリングターゲットの回収方法 / スパッタリングターゲット / ルテニウム系スパッタリングターゲット及びその製造方法 / 金属系筒材の製造方法及びそれに用いられる裏当て治具 他）  商標 3件（GreenPGM / Green PGM / a.e.ter.ne）
20230929,7827,オービス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,1240001030054,1240001030054,広島県福山市松永町６丁目１０番１号,株式会社オービス,おーびす,2020-02-13T00:00:00+09:00,http://www.orvis.co.jp/,"梱包用材等の製造、販売
プレハブハウスの製造、販売、リース
太陽光発電システムの請負
不動産の賃貸及び売買",175,代表取締役社長　中浜　勇治,商標 2件（スポパル / Spopal\fitness community）
20230929,7829,サマンサタバサジャパンリミテッド,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,9010401082371,9010401082371,東京都港区三田１丁目４番１号,株式会社サマンサタバサジャパンリミテッド,さまんさたばさじゃぱんりみてっど,2020-08-13T00:00:00+09:00,,,1320,代表取締役社長　　米田　幸正,意匠 2件（かばん / かばん用装飾金具） 商標 88件（§ST\ST / Pomme d'espoir / §ST / HOMEY / Orulare 他）
20230929,7831,ウイルコホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-,7220001008889,7220001008889,石川県白山市福留町３７０番地,株式会社ウイルコホールディングス,ういるこほーるでぃんぐす,2019-02-18T00:00:00+09:00,,,23,代表取締役社長　若林　圭太郎,
